360975,4,-0.04,0.02,1.00,0.09,0.09,0.09,21.06,-2864.00,
360988,3,-0.05,0.03,1.00,0.00,0.00,0.00,21.06,-2864.00,
360992,4,-0.05,0.03,0.99,0.05,0.05,0.05,21.06,-2880.00,
360997,3,-0.05,0.04,0.99,0.06,0.06,0.06,21.06,-2848.00,
361001,3,-0.05,0.02,1.00,0.25,0.25,0.25,21.06,-2864.00,
361005,4,-0.05,0.02,0.99,0.15,0.15,0.15,21.06,-2896.00,
361010,4,-0.05,0.03,0.99,0.01,0.01,0.01,21.06,-2864.00,
361014,4,-0.04,0.03,0.99,0.13,0.13,0.13,21.06,-2880.00,
361018,4,-0.05,0.03,0.99,0.15,0.15,0.15,21.06,-2896.00,
361027,4,-0.05,0.03,1.00,-0.01,-0.01,-0.01,21.06,-2864.00,
361031,4,-0.05,0.03,1.00,0.17,0.17,0.17,21.06,-2896.00,
361036,4,-0.04,0.03,0.99,-0.02,-0.02,-0.02,21.06,-2848.00,
361040,4,-0.05,0.03,1.00,0.13,0.13,0.13,21.06,-2864.00,
361045,4,-0.04,0.03,1.00,0.02,0.02,0.02,21.06,-2832.00,
361049,3,-0.05,0.03,1.00,0.06,0.06,0.06,21.06,-2880.00,
361053,4,-0.05,0.02,0.99,0.06,0.06,0.06,21.06,-2880.00,
361058,4,-0.05,0.03,1.00,0.08,0.08,0.08,21.06,-2896.00,
361062,4,-0.05,0.03,0.99,0.12,0.12,0.12,21.06,-2864.00,
361070,4,-0.05,0.03,1.00,-0.01,-0.01,-0.01,21.06,-2864.00,
361075,4,-0.05,0.03,1.01,0.31,0.31,0.31,21.06,-2896.00,
361079,4,-0.05,0.03,1.00,0.21,0.21,0.21,21.06,-2864.00,
361083,4,-0.05,0.03,1.01,-0.01,-0.01,-0.01,21.06,-2848.00,
361088,3,-0.05,0.03,1.00,0.12,0.12,0.12,21.06,-2848.00,
361092,4,-0.05,0.03,1.00,0.27,0.27,0.27,21.06,-2864.00,
361096,4,-0.05,0.03,0.99,-0.02,-0.02,-0.02,21.06,-2832.00,
361100,4,-0.05,0.03,0.99,0.12,0.12,0.12,21.06,-2848.00,
361105,4,-0.05,0.03,0.99,0.05,0.05,0.05,21.06,-2864.00,
361113,4,-0.05,0.03,1.00,0.15,0.15,0.15,21.06,-2832.00,
361117,3,-0.05,0.03,1.00,0.13,0.13,0.13,21.06,-2832.00,
361122,3,-0.05,0.02,0.99,0.11,0.11,0.11,21.06,-2880.00,
361126,4,-0.04,0.03,1.00,-0.02,-0.02,-0.02,21.06,-2864.00,
361130,3,-0.05,0.02,1.00,0.31,0.31,0.31,21.06,-2864.00,
361135,4,-0.05,0.03,0.99,0.12,0.12,0.12,21.06,-2864.00,
361139,4,-0.05,0.02,1.00,0.24,0.24,0.24,21.06,-2848.00,
361143,3,-0.05,0.03,0.99,0.12,0.12,0.12,21.06,-2880.00,
361148,4,-0.05,0.03,0.99,0.12,0.12,0.12,21.06,-2896.00,
361156,4,-0.05,0.02,1.01,-0.05,-0.05,-0.05,21.06,-2832.00,
361160,4,-0.05,0.03,1.00,0.31,0.31,0.31,21.06,-2880.00,
361165,4,-0.05,0.03,1.00,0.06,0.06,0.06,21.06,-2864.00,
361169,4,-0.05,0.03,1.00,0.08,0.08,0.08,21.06,-2896.00,
361173,4,-0.04,0.03,0.99,0.13,0.13,0.13,21.06,-2864.00,
361178,4,-0.04,0.02,1.00,0.06,0.06,0.06,21.06,-2880.00,
361182,4,-0.05,0.03,0.99,0.16,0.16,0.16,21.06,-2880.00,
361186,4,-0.05,0.02,1.00,0.03,0.03,0.03,21.06,-2864.00,
361191,4,-0.05,0.03,1.00,0.11,0.11,0.11,21.06,-2864.00,
361199,4,-0.05,0.03,0.99,-0.08,-0.08,-0.08,21.06,-2864.00,
361203,4,-0.05,0.03,1.00,0.22,0.22,0.22,21.06,-2848.00,
361207,3,-0.05,0.03,0.99,0.21,0.21,0.21,21.06,-2864.00,
361212,4,-0.06,0.03,1.00,0.23,0.23,0.23,21.06,-2864.00,
361216,4,-0.04,0.03,1.00,0.13,0.13,0.13,21.06,-2880.00,
361220,4,-0.05,0.03,0.99,0.05,0.05,0.05,21.06,-2864.00,
361225,4,-0.05,0.03,0.99,0.18,0.18,0.18,21.06,-2864.00,
361229,4,-0.04,0.02,0.99,0.09,0.09,0.09,21.06,-2848.00,
361233,3,-0.05,0.03,1.00,0.03,0.03,0.03,21.06,-2880.00,
361242,4,-0.05,0.03,0.99,-0.04,-0.04,-0.04,21.06,-2832.00,
361246,4,-0.04,0.02,0.98,0.00,0.00,0.00,21.06,-2832.00,
361251,4,-0.05,0.03,1.00,-0.03,-0.03,-0.03,21.06,-2864.00,
361255,4,-0.05,0.03,1.00,0.17,0.17,0.17,21.06,-2832.00,
361259,4,-0.05,0.03,1.00,0.12,0.12,0.12,21.06,-2848.00,
361264,3,-0.05,0.04,1.00,0.15,0.15,0.15,21.06,-2848.00,
361268,4,-0.05,0.03,1.00,0.00,0.00,0.00,21.06,-2864.00,
361273,4,-0.05,0.02,1.00,0.07,0.07,0.07,21.06,-2864.00,
361277,4,-0.05,0.03,1.00,-0.04,-0.04,-0.04,21.06,-2880.00,
361285,4,-0.04,0.03,0.99,-0.06,-0.06,-0.06,21.06,-2848.00,
361290,4,-0.04,0.03,0.99,0.10,0.10,0.10,21.06,-2864.00,
361294,3,-0.05,0.03,0.99,-0.01,-0.01,-0.01,21.06,-2864.00,
361298,4,-0.05,0.03,1.00,0.05,0.05,0.05,21.06,-2816.00,
361302,4,-0.05,0.03,1.01,0.17,0.17,0.17,21.06,-2880.00,
361307,4,-0.05,0.03,1.00,0.13,0.13,0.13,21.06,-2864.00,
361311,4,-0.04,0.03,0.99,0.16,0.16,0.16,21.06,-2864.00,
361315,4,-0.05,0.03,0.99,-0.11,-0.11,-0.11,21.06,-2880.00,
361320,4,-0.04,0.03,0.99,0.25,0.25,0.25,21.06,-2864.00,
361328,3,-0.05,0.03,1.00,-0.07,-0.07,-0.07,21.06,-2848.00,
361332,4,-0.05,0.03,0.99,0.04,0.04,0.04,21.06,-2864.00,
361337,4,-0.05,0.03,1.00,-0.10,-0.10,-0.10,21.06,-2848.00,
361341,4,-0.05,0.02,0.99,0.08,0.08,0.08,21.06,-2864.00,
361345,4,-0.05,0.03,1.00,0.10,0.10,0.10,21.06,-2864.00,
361350,4,-0.05,0.03,1.00,0.17,0.17,0.17,21.06,-2880.00,
361354,4,-0.05,0.02,1.00,0.11,0.11,0.11,21.06,-2880.00,
361358,4,-0.05,0.03,1.00,0.17,0.17,0.17,21.06,-2864.00,
361367,4,-0.05,0.02,0.99,-0.03,-0.03,-0.03,21.06,-2864.00,
361371,3,-0.05,0.03,0.99,-0.01,-0.01,-0.01,21.06,-2880.00,
361375,4,-0.05,0.03,1.01,0.13,0.13,0.13,21.06,-2832.00,
361380,3,-0.05,0.03,0.99,0.15,0.15,0.15,21.06,-2896.00,
361384,4,-0.05,0.03,1.00,-0.01,-0.01,-0.01,21.06,-2864.00,
361388,3,-0.04,0.03,1.00,0.05,0.05,0.05,21.06,-2880.00,
361393,4,-0.05,0.02,1.01,0.08,0.08,0.08,21.06,-2864.00,
361397,4,-0.04,0.03,0.99,0.31,0.31,0.31,21.06,-2864.00,
361402,4,-0.05,0.03,1.00,0.02,0.02,0.02,21.06,-2848.00,
361410,4,-0.05,0.03,1.00,0.12,0.12,0.12,21.06,-2832.00,
361414,4,-0.05,0.03,1.00,0.11,0.11,0.11,21.06,-2864.00,
361419,4,-0.05,0.03,1.00,0.04,0.04,0.04,21.06,-2864.00,
361423,3,-0.05,0.03,1.00,0.01,0.01,0.01,21.06,-2864.00,
361427,4,-0.05,0.03,1.00,0.18,0.18,0.18,21.06,-2848.00,
361432,4,-0.05,0.03,0.99,0.08,0.08,0.08,21.06,-2864.00,
361436,4,-0.05,0.03,0.98,0.03,0.03,0.03,21.06,-2864.00,
361441,4,-0.05,0.03,1.00,0.19,0.19,0.19,21.06,-2896.00,
361445,4,-0.05,0.03,1.00,0.18,0.18,0.18,21.06,-2864.00,
361454,4,-0.05,0.03,0.98,0.19,0.19,0.19,21.06,-2880.00,
361458,4,-0.05,0.03,0.99,0.24,0.24,0.24,21.06,-2864.00,
361462,4,-0.05,0.03,0.99,0.11,0.11,0.11,21.06,-2896.00,
361467,4,-0.05,0.03,1.00,-0.19,-0.19,-0.19,21.06,-2880.00,
361471,4,-0.05,0.02,0.99,-0.12,-0.12,-0.12,21.06,-2848.00,
361475,3,-0.05,0.03,0.99,-0.08,-0.08,-0.08,21.06,-2864.00,
361480,3,-0.05,0.03,0.99,0.04,0.04,0.04,21.06,-2880.00,
361484,4,-0.05,0.03,0.99,0.08,0.08,0.08,21.06,-2880.00,
361488,3,-0.05,0.02,1.01,0.14,0.14,0.14,21.06,-2880.00,
361496,4,-0.05,0.03,1.00,0.19,0.19,0.19,21.06,-2832.00,
361501,4,-0.05,0.03,0.99,0.11,0.11,0.11,21.06,-2896.00,
361506,4,-0.05,0.03,1.00,0.02,0.02,0.02,21.06,-2880.00,
361511,3,-0.05,0.03,0.99,0.19,0.19,0.19,21.06,-2864.00,
361515,3,-0.05,0.03,1.00,0.06,0.06,0.06,21.06,-2848.00,
361519,4,-0.05,0.03,1.00,0.05,0.05,0.05,21.06,-2880.00,
361524,4,-0.05,0.03,1.00,0.20,0.20,0.20,21.06,-2864.00,
361528,4,-0.05,0.03,0.99,0.00,0.00,0.00,21.06,-2864.00,
361532,4,-0.05,0.03,1.00,0.15,0.15,0.15,21.06,-2848.00,
361541,3,-0.05,0.02,1.00,0.24,0.24,0.24,21.06,-2848.00,
361545,4,-0.04,0.03,0.99,0.15,0.15,0.15,21.06,-2864.00,
361550,4,-0.05,0.02,1.00,0.22,0.22,0.22,21.06,-2880.00,
361554,4,-0.05,0.03,1.00,0.18,0.18,0.18,21.06,-2832.00,
361558,3,-0.05,0.03,0.99,0.06,0.06,0.06,21.06,-2864.00,
361563,3,-0.05,0.03,1.01,-0.11,-0.11,-0.11,21.06,-2864.00,
361567,3,-0.05,0.03,1.00,0.21,0.21,0.21,21.06,-2896.00,
361572,3,-0.04,0.03,1.00,0.11,0.11,0.11,21.06,-2864.00,
361576,4,-0.05,0.03,0.99,0.21,0.21,0.21,21.06,-2864.00,
361584,4,-0.05,0.02,0.99,0.15,0.15,0.15,21.06,-2864.00,
361589,4,-0.05,0.03,1.00,0.09,0.09,0.09,21.06,-2832.00,
361593,4,-0.05,0.03,1.01,0.15,0.15,0.15,21.06,-2880.00,
361597,4,-0.05,0.03,0.98,0.10,0.10,0.10,21.06,-2864.00,
361602,4,-0.05,0.02,0.99,0.19,0.19,0.19,21.06,-2864.00,
361606,4,-0.05,0.02,0.99,0.17,0.17,0.17,21.06,-2848.00,
361610,4,-0.05,0.03,0.99,0.24,0.24,0.24,21.06,-2848.00,
361614,4,-0.04,0.03,1.00,0.21,0.21,0.21,21.06,-2864.00,
361619,3,-0.05,0.03,0.99,0.17,0.17,0.17,21.06,-2864.00,
361627,4,-0.05,0.03,0.99,0.11,0.11,0.11,21.06,-2880.00,
361631,3,-0.04,0.03,1.00,0.24,0.24,0.24,21.06,-2880.00,
361636,4,-0.05,0.03,1.00,0.10,0.10,0.10,21.06,-2864.00,
361640,4,-0.05,0.03,1.00,0.24,0.24,0.24,21.06,-2896.00,
361645,4,-0.05,0.03,1.00,0.27,0.27,0.27,21.06,-2864.00,
361649,4,-0.05,0.03,0.99,0.15,0.15,0.15,21.06,-2864.00,
361654,4,-0.05,0.04,1.00,0.05,0.05,0.05,21.06,-2880.00,
361658,4,-0.05,0.03,1.00,-0.08,-0.08,-0.08,21.06,-2880.00,
361662,3,-0.05,0.03,0.99,0.15,0.15,0.15,21.06,-2864.00,
361671,3,-0.05,0.03,1.00,0.15,0.15,0.15,21.06,-2864.00,
361675,4,-0.05,0.03,0.99,0.19,0.19,0.19,21.06,-2864.00,
361679,4,-0.05,0.03,1.00,0.31,0.31,0.31,21.06,-2864.00,
361684,3,-0.05,0.03,1.00,0.10,0.10,0.10,21.06,-2864.00,
361688,4,-0.05,0.03,0.99,0.11,0.11,0.11,21.06,-2880.00,
361693,4,-0.05,0.03,1.00,0.22,0.22,0.22,21.06,-2848.00,
361697,4,-0.05,0.03,1.00,0.04,0.04,0.04,21.06,-2864.00,
361701,4,-0.05,0.03,0.99,0.08,0.08,0.08,21.06,-2864.00,
361705,3,-0.05,0.03,1.00,-0.02,-0.02,-0.02,21.06,-2896.00,
361714,4,-0.05,0.02,0.99,0.18,0.18,0.18,21.06,-2880.00,
361718,4,-0.05,0.04,1.00,0.18,0.18,0.18,21.06,-2864.00,
361722,4,-0.05,0.02,1.00,0.23,0.23,0.23,21.06,-2864.00,
361727,4,-0.05,0.03,1.00,0.12,0.12,0.12,21.06,-2832.00,
361731,4,-0.05,0.03,0.99,0.26,0.26,0.26,21.06,-2848.00,
361735,3,-0.05,0.03,1.00,0.17,0.17,0.17,21.06,-2880.00,
361740,3,-0.05,0.03,1.00,0.24,0.24,0.24,21.06,-2864.00,
361744,4,-0.05,0.03,1.00,0.23,0.23,0.23,21.06,-2864.00,
361748,4,-0.05,0.02,0.99,0.02,0.02,0.02,21.06,-2896.00,
361757,4,-0.05,0.03,1.00,0.07,0.07,0.07,21.06,-2864.00,
361761,4,-0.04,0.03,0.99,0.01,0.01,0.01,21.06,-2880.00,
361766,4,-0.04,0.03,1.00,0.20,0.20,0.20,21.06,-2896.00,
361770,4,-0.04,0.03,1.00,0.08,0.08,0.08,21.06,-2864.00,
361774,4,-0.04,0.03,0.99,0.18,0.18,0.18,21.06,-2880.00,
361778,4,-0.05,0.03,1.00,0.18,0.18,0.18,21.06,-2848.00,
361783,4,-0.05,0.03,1.00,-0.01,-0.01,-0.01,21.06,-2864.00,
361787,3,-0.05,0.03,1.00,0.38,0.38,0.38,21.06,-2864.00,
361791,3,-0.05,0.03,1.00,0.11,0.11,0.11,21.06,-2832.00,
361800,3,-0.05,0.03,0.99,0.21,0.21,0.21,21.06,-2848.00,
361804,3,-0.05,0.03,0.99,0.08,0.08,0.08,21.06,-2864.00,
361808,4,-0.05,0.03,1.01,0.03,0.03,0.03,21.06,-2832.00,
361813,3,-0.05,0.03,1.00,0.15,0.15,0.15,21.06,-2848.00,
